"tournamentMode","strategyName","pointsForStrategy","nbTurnTheoric","nbTurnReal","populationSize","nbPersonForStrategy","nbPointByPersonByStrategy","nbPointRatio"
"ELIMINATION","CycliqueTendanceFetard","18","10","10","4","1","18,0","1,8"
"ELIMINATION","Lunatique","28","10","10","4","2","14,0","1,4"
"ELIMINATION","HardJoss","16","10","10","4","1","16,0","1,6"
"ELIMINATION","EasyGo","72","20","20","4","2","36,0","1,8"
"ELIMINATION","Pavlovien","35","20","20","4","1","35,0","1,75"
"ELIMINATION","SondeurFou","35","20","20","4","1","35,0","1,75"
"ELIMINATION","EasyGo","174","30","30","4","3","58,0","1,9333333333333333"
"ELIMINATION","Fetard","58","30","30","4","1","58,0","1,9333333333333333"
"ELIMINATION","Fetard","156","40","40","4","2","78,0","1,95"
"ELIMINATION","CycliqueTendanceFetard","78","40","40","4","1","78,0","1,95"
"ELIMINATION","EasyGo","78","40","40","4","1","78,0","1,95"
"ELIMINATION","Fetard","276","50","50","4","3","92,0","1,84"
"ELIMINATION","EasyGo","92","50","50","4","1","92,0","1,84"
"ELIMINATION","CycliqueTendanceFetard","342","60","60","4","3","114,0","1,9"
"ELIMINATION","EasyGo","114","60","60","4","1","114,0","1,9"
"ELIMINATION","Fetard","414","70","70","4","3","138,0","1,9714285714285715"
"ELIMINATION","EasyGo","138","70","70","4","1","138,0","1,9714285714285715"
"ELIMINATION","CycliqueTendanceFetard","158","80","80","4","1","158,0","1,975"
"ELIMINATION","Fetard","158","80","80","4","1","158,0","1,975"
"ELIMINATION","EasyGo","316","80","80","4","2","158,0","1,975"
"ELIMINATION","EasyGo","344","90","90","4","2","172,0","1,9111111111111112"
"ELIMINATION","Fetard","344","90","90","4","2","172,0","1,9111111111111112"
"ELIMINATION","Fetard","576","100","100","4","3","192,0","1,92"
"ELIMINATION","EasyGo","192","100","100","4","1","192,0","1,92"
"COPIE","Lunatique","39","10","10","10","3","13,0","1,3"
"COPIE","SondeurFou","44","10","10","10","3","14,666666666666666","1,4666666666666666"
"COPIE","HardJoss","31","10","10","10","2","15,5","1,55"
"COPIE","Casanier","10","10","10","10","1","10,0","1,0"
"COPIE","MajorMou","13","10","10","10","1","13,0","1,3"
"COPIE","Fetard","63","20","20","20","3","21,0","1,05"
"COPIE","Lunatique","57","20","20","20","3","19,0","0,95"
"COPIE","CycliqueTendanceFetard","19","20","20","20","1","19,0","0,95"
"COPIE","Mefiant","57","20","20","20","3","19,0","0,95"
"COPIE","MajorMou","38","20","20","20","2","19,0","0,95"
"COPIE","HardJoss","20","20","20","20","1","20,0","1,0"
"COPIE","CycliqueTendanceCasanier","39","20","20","20","2","19,5","0,975"
"COPIE","Rancunier","40","20","20","20","2","20,0","1,0"
"COPIE","EasyGo","22","20","20","20","1","22,0","1,1"
"COPIE","SondeurIntelligent","21","20","20","20","1","21,0","1,05"
"COPIE","Pavlovien","21","20","20","20","1","21,0","1,05"
"COPIE","Fetard","238","30","30","30","8","29,75","0,9916666666666667"
"COPIE","SondeurFou","62","30","30","30","2","31,0","1,0333333333333334"
"COPIE","EasyGo","120","30","30","30","4","30,0","1,0"
"COPIE","HardJoss","28","30","30","30","1","28,0","0,9333333333333333"
"COPIE","Lunatique","53","30","30","30","2","26,5","0,8833333333333333"
"COPIE","Pavlovien","93","30","30","30","3","31,0","1,0333333333333334"
"COPIE","CycliqueTendanceCasanier","90","30","30","30","3","30,0","1,0"
"COPIE","SondeurIntelligent","31","30","30","30","1","31,0","1,0333333333333334"
"COPIE","Rancunier","31","30","30","30","1","31,0","1,0333333333333334"
"COPIE","MajorMou","62","30","30","30","2","31,0","1,0333333333333334"
"COPIE","Casanier","90","30","30","30","3","30,0","1,0"
"COPIE","SondeurIntelligent","373","40","40","40","10","37,3","0,9324999999999999"
"COPIE","Mefiant","126","40","40","40","3","42,0","1,05"
"COPIE","Fetard","210","40","40","40","5","42,0","1,05"
"COPIE","EasyGo","84","40","40","40","2","42,0","1,05"
"COPIE","CycliqueTendanceFetard","126","40","40","40","3","42,0","1,05"
"COPIE","HardJoss","158","40","40","40","4","39,5","0,9875"
"COPIE","Lunatique","33","40","40","40","1","33,0","0,825"
"COPIE","MajorMou","116","40","40","40","3","38,666666666666664","0,9666666666666666"
"COPIE","Casanier","40","40","40","40","1","40,0","1,0"
"COPIE","Pavlovien","123","40","40","40","3","41,0","1,025"
"COPIE","SondeurFou","82","40","40","40","2","41,0","1,025"
"COPIE","CycliqueTendanceCasanier","36","40","40","40","1","36,0","0,9"
"COPIE","Rancunier","80","40","40","40","2","40,0","1,0"
"COPIE","Mefiant","250","50","50","50","5","50,0","1,0"
"COPIE","CycliqueTendanceFetard","150","50","50","50","3","50,0","1,0"
"COPIE","Lunatique","272","50","50","50","6","45,333333333333336","0,9066666666666667"
"COPIE","EasyGo","200","50","50","50","4","50,0","1,0"
"COPIE","HardJoss","341","50","50","50","7","48,714285714285715","0,9742857142857143"
"COPIE","CycliqueTendanceCasanier","150","50","50","50","3","50,0","1,0"
"COPIE","Rancunier","50","50","50","50","1","50,0","1,0"
"COPIE","SondeurIntelligent","153","50","50","50","3","51,0","1,02"
"COPIE","MajorMou","123","50","50","50","3","41,0","0,82"
"COPIE","Pavlovien","343","50","50","50","7","49,0","0,98"
"COPIE","Casanier","100","50","50","50","2","50,0","1,0"
"COPIE","Fetard","250","50","50","50","5","50,0","1,0"
"COPIE","SondeurFou","49","50","50","50","1","49,0","0,98"
"COPIE","EasyGo","617","60","60","60","10","61,7","1,0283333333333333"
"COPIE","Fetard","534","60","60","60","9","59,333333333333336","0,9888888888888889"
"COPIE","SondeurIntelligent","183","60","60","60","3","61,0","1,0166666666666666"
"COPIE","Casanier","420","60","60","60","7","60,0","1,0"
"COPIE","CycliqueTendanceFetard","92","60","60","60","2","46,0","0,7666666666666667"
"COPIE","MajorMou","179","60","60","60","3","59,666666666666664","0,9944444444444444"
"COPIE","Rancunier","180","60","60","60","3","60,0","1,0"
"COPIE","Lunatique","277","60","60","60","5","55,4","0,9233333333333333"
"COPIE","HardJoss","182","60","60","60","3","60,666666666666664","1,011111111111111"
"COPIE","SondeurFou","366","60","60","60","6","61,0","1,0166666666666666"
"COPIE","Pavlovien","183","60","60","60","3","61,0","1,0166666666666666"
"COPIE","CycliqueTendanceCasanier","180","60","60","60","3","60,0","1,0"
"COPIE","Mefiant","183","60","60","60","3","61,0","1,0166666666666666"
"COPIE","SondeurFou","436","70","70","70","6","72,66666666666667","1,0380952380952382"
"COPIE","HardJoss","1173","70","70","70","18","65,16666666666667","0,930952380952381"
"COPIE","Pavlovien","657","70","70","70","9","73,0","1,042857142857143"
"COPIE","SondeurIntelligent","355","70","70","70","5","71,0","1,0142857142857142"
"COPIE","CycliqueTendanceFetard","124","70","70","70","2","62,0","0,8857142857142857"
"COPIE","Fetard","436","70","70","70","7","62,285714285714285","0,889795918367347"
"COPIE","Lunatique","278","70","70","70","4","69,5","0,9928571428571429"
"COPIE","EasyGo","296","70","70","70","4","74,0","1,0571428571428572"
"COPIE","Mefiant","497","70","70","70","7","71,0","1,0142857142857142"
"COPIE","MajorMou","142","70","70","70","2","71,0","1,0142857142857142"
"COPIE","CycliqueTendanceCasanier","70","70","70","70","1","70,0","1,0"
"COPIE","Casanier","210","70","70","70","3","70,0","1,0"
"COPIE","Rancunier","140","70","70","70","2","70,0","1,0"
"COPIE","HardJoss","741","80","80","80","9","82,33333333333333","1,0291666666666666"
"COPIE","Lunatique","687","80","80","80","9","76,33333333333333","0,9541666666666666"
"COPIE","Pavlovien","340","80","80","80","4","85,0","1,0625"
"COPIE","CycliqueTendanceFetard","505","80","80","80","6","84,16666666666667","1,0520833333333335"
"COPIE","Casanier","240","80","80","80","3","80,0","1,0"
"COPIE","Mefiant","765","80","80","80","9","85,0","1,0625"
"COPIE","EasyGo","412","80","80","80","5","82,4","1,03"
"COPIE","MajorMou","550","80","80","80","7","78,57142857142857","0,9821428571428571"
"COPIE","Fetard","516","80","80","80","6","86,0","1,075"
"COPIE","Rancunier","480","80","80","80","6","80,0","1,0"
"COPIE","CycliqueTendanceCasanier","567","80","80","80","7","81,0","1,0125"
"COPIE","SondeurFou","510","80","80","80","6","85,0","1,0625"
"COPIE","SondeurIntelligent","243","80","80","80","3","81,0","1,0125"
"COPIE","SondeurIntelligent","1419","90","90","90","16","88,6875","0,9854166666666667"
"COPIE","SondeurFou","651","90","90","90","7","93,0","1,0333333333333334"
"COPIE","EasyGo","1201","90","90","90","13","92,38461538461539","1,0264957264957266"
"COPIE","Rancunier","443","90","90","90","5","88,6","0,9844444444444443"
"COPIE","Lunatique","774","90","90","90","9","86,0","0,9555555555555556"
"COPIE","HardJoss","956","90","90","90","11","86,9090909090909","0,9656565656565657"
"COPIE","Mefiant","552","90","90","90","6","92,0","1,0222222222222221"
"COPIE","Fetard","555","90","90","90","6","92,5","1,0277777777777777"
"COPIE","MajorMou","637","90","90","90","7","91,0","1,011111111111111"
"COPIE","Pavlovien","465","90","90","90","5","93,0","1,0333333333333334"
"COPIE","Casanier","180","90","90","90","2","90,0","1,0"
"COPIE","CycliqueTendanceFetard","219","90","90","90","3","73,0","0,8111111111111111"
"COPIE","SondeurIntelligent","1012","100","100","100","10","101,2","1,012"
"COPIE","Rancunier","714","100","100","100","7","102,0","1,02"
"COPIE","HardJoss","1365","100","100","100","14","97,5","0,975"
"COPIE","MajorMou","611","100","100","100","6","101,83333333333333","1,0183333333333333"
"COPIE","Pavlovien","1339","100","100","100","13","103,0","1,03"
"COPIE","CycliqueTendanceCasanier","800","100","100","100","8","100,0","1,0"
"COPIE","Lunatique","565","100","100","100","6","94,16666666666667","0,9416666666666668"
"COPIE","Mefiant","612","100","100","100","6","102,0","1,02"
"COPIE","Fetard","1180","100","100","100","12","98,33333333333333","0,9833333333333333"
"COPIE","Casanier","400","100","100","100","4","100,0","1,0"
"COPIE","EasyGo","910","100","100","100","9","101,11111111111111","1,011111111111111"
"COPIE","SondeurFou","515","100","100","100","5","103,0","1,03"
"COPIE","Lunatique","2","1","1","1","1","2,0","2,0"
"COPIE","Lunatique","1","2","2","2","1","1,0","0,5"
"COPIE","Rancunier","1","2","2","2","1","1,0","0,5"
"COPIE","SondeurFou","5","3","3","3","1","5,0","1,6666666666666667"
"COPIE","SondeurIntelligent","4","3","3","3","1","4,0","1,3333333333333333"
"COPIE","Mefiant","5","3","3","3","1","5,0","1,6666666666666667"
"COPIE","CycliqueTendanceCasanier","4","4","4","4","1","4,0","1,0"
"COPIE","HardJoss","8","4","4","4","1","8,0","2,0"
"COPIE","Fetard","8","4","4","4","1","8,0","2,0"
"COPIE","Mefiant","4","4","4","4","1","4,0","1,0"
"COPIE","CycliqueTendanceFetard","10","5","5","5","2","5,0","1,0"
"COPIE","EasyGo","12","5","5","5","2","6,0","1,2"
"COPIE","MajorMou","8","5","5","5","1","8,0","1,6"
"COPIE","CycliqueTendanceFetard","6","6","6","6","1","6,0","1,0"
"COPIE","SondeurIntelligent","10","6","6","6","2","5,0","0,8333333333333334"
"COPIE","EasyGo","6","6","6","6","1","6,0","1,0"
"COPIE","Lunatique","4","6","6","6","1","4,0","0,6666666666666666"
"COPIE","Pavlovien","5","6","6","6","1","5,0","0,8333333333333334"
"COPIE","Fetard","12","7","7","7","2","6,0","0,8571428571428571"
"COPIE","SondeurIntelligent","11","7","7","7","2","5,5","0,7857142857142857"
"COPIE","MajorMou","6","7","7","7","1","6,0","0,8571428571428571"
"COPIE","EasyGo","6","7","7","7","1","6,0","0,8571428571428571"
"COPIE","Lunatique","5","7","7","7","1","5,0","0,7142857142857143"
"COPIE","Pavlovien","19","8","8","8","2","9,5","1,1875"
"COPIE","CycliqueTendanceFetard","18","8","8","8","2","9,0","1,125"
"COPIE","MajorMou","10","8","8","8","1","10,0","1,25"
"COPIE","Mefiant","8","8","8","8","1","8,0","1,0"
"COPIE","Fetard","20","8","8","8","2","10,0","1,25"
"COPIE","SondeurIntelligent","14","9","9","9","2","7,0","0,7777777777777778"
"COPIE","HardJoss","15","9","9","9","2","7,5","0,8333333333333334"
"COPIE","Mefiant","4","9","9","9","1","4,0","0,4444444444444444"
"COPIE","Casanier","9","9","9","9","1","9,0","1,0"
"COPIE","SondeurFou","7","9","9","9","1","7,0","0,7777777777777778"
"COPIE","MajorMou","9","9","9","9","1","9,0","1,0"
"COPIE","EasyGo","8","9","9","9","1","8,0","0,8888888888888888"
"COPIE","SondeurFou","33","10","10","10","3","11,0","1,1"
"COPIE","HardJoss","22","10","10","10","2","11,0","1,1"
"COPIE","Rancunier","18","10","10","10","2","9,0","0,9"
"COPIE","CycliqueTendanceFetard","14","10","10","10","2","7,0","0,7"
"COPIE","Lunatique","13","10","10","10","1","13,0","1,3"
"COPIE","CycliqueTendanceCasanier","24","11","11","11","2","12,0","1,0909090909090908"
"COPIE","Lunatique","24","11","11","11","2","12,0","1,0909090909090908"
"COPIE","HardJoss","40","11","11","11","3","13,333333333333334","1,2121212121212122"
"COPIE","SondeurFou","26","11","11","11","2","13,0","1,1818181818181819"
"COPIE","MajorMou","12","11","11","11","1","12,0","1,0909090909090908"
"COPIE","Mefiant","12","11","11","11","1","12,0","1,0909090909090908"
"COPIE","Rancunier","28","12","12","12","2","14,0","1,1666666666666667"
"COPIE","SondeurIntelligent","13","12","12","12","1","13,0","1,0833333333333333"
"COPIE","EasyGo","41","12","12","12","3","13,666666666666666","1,1388888888888888"
"COPIE","Lunatique","51","12","12","12","4","12,75","1,0625"
"COPIE","CycliqueTendanceCasanier","10","12","12","12","1","10,0","0,8333333333333334"
"COPIE","Pavlovien","15","12","12","12","1","15,0","1,25"
"COPIE","HardJoss","26","13","13","13","2","13,0","1,0"
"COPIE","Fetard","41","13","13","13","3","13,666666666666666","1,0512820512820513"
"COPIE","SondeurFou","15","13","13","13","1","15,0","1,1538461538461537"
"COPIE","Lunatique","26","13","13","13","2","13,0","1,0"
"COPIE","Mefiant","30","13","13","13","2","15,0","1,1538461538461537"
"COPIE","CycliqueTendanceCasanier","13","13","13","13","1","13,0","1,0"
"COPIE","MajorMou","13","13","13","13","1","13,0","1,0"
"COPIE","Casanier","13","13","13","13","1","13,0","1,0"
"COPIE","SondeurIntelligent","21","14","14","14","2","10,5","0,75"
"COPIE","SondeurFou","11","14","14","14","1","11,0","0,7857142857142857"
"COPIE","Lunatique","36","14","14","14","3","12,0","0,8571428571428571"
"COPIE","Pavlovien","22","14","14","14","2","11,0","0,7857142857142857"
"COPIE","Mefiant","12","14","14","14","2","6,0","0,42857142857142855"
"COPIE","CycliqueTendanceCasanier","13","14","14","14","1","13,0","0,9285714285714286"
"COPIE","Fetard","12","14","14","14","1","12,0","0,8571428571428571"
"COPIE","EasyGo","12","14","14","14","1","12,0","0,8571428571428571"
"COPIE","Casanier","14","14","14","14","1","14,0","1,0"
"COPIE","Fetard","78","15","15","15","5","15,6","1,04"
"COPIE","EasyGo","43","15","15","15","3","14,333333333333334","0,9555555555555556"
"COPIE","MajorMou","32","15","15","15","2","16,0","1,0666666666666667"
"COPIE","SondeurIntelligent","32","15","15","15","2","16,0","1,0666666666666667"
"COPIE","Pavlovien","34","15","15","15","2","17,0","1,1333333333333333"
"COPIE","CycliqueTendanceFetard","13","15","15","15","1","13,0","0,8666666666666667"
"COPIE","Lunatique","72","16","16","16","4","18,0","1,125"
"COPIE","EasyGo","102","16","16","16","6","17,0","1,0625"
"COPIE","SondeurFou","42","16","16","16","2","21,0","1,3125"
"COPIE","CycliqueTendanceCasanier","18","16","16","16","1","18,0","1,125"
"COPIE","Mefiant","16","16","16","16","1","16,0","1,0"
"COPIE","MajorMou","16","16","16","16","1","16,0","1,0"
"COPIE","HardJoss","19","16","16","16","1","19,0","1,1875"
"COPIE","Lunatique","78","17","17","17","4","19,5","1,1470588235294117"
"COPIE","MajorMou","22","17","17","17","1","22,0","1,2941176470588236"
"COPIE","Mefiant","18","17","17","17","1","18,0","1,0588235294117647"
"COPIE","HardJoss","43","17","17","17","2","21,5","1,2647058823529411"
"COPIE","CycliqueTendanceFetard","88","17","17","17","4","22,0","1,2941176470588236"
"COPIE","Rancunier","34","17","17","17","2","17,0","1,0"
"COPIE","CycliqueTendanceCasanier","17","17","17","17","1","17,0","1,0"
"COPIE","Fetard","24","17","17","17","1","24,0","1,411764705882353"
"COPIE","EasyGo","24","17","17","17","1","24,0","1,411764705882353"
"COPIE","Casanier","18","18","18","18","1","18,0","1,0"
"COPIE","CycliqueTendanceFetard","48","18","18","18","3","16,0","0,8888888888888888"
"COPIE","HardJoss","98","18","18","18","6","16,333333333333332","0,9074074074074073"
"COPIE","Rancunier","36","18","18","18","2","18,0","1,0"
"COPIE","SondeurFou","34","18","18","18","2","17,0","0,9444444444444444"
"COPIE","Fetard","36","18","18","18","2","18,0","1,0"
"COPIE","Mefiant","18","18","18","18","1","18,0","1,0"
"COPIE","CycliqueTendanceCasanier","15","18","18","18","1","15,0","0,8333333333333334"
"COPIE","Lunatique","91","19","19","19","6","15,166666666666666","0,7982456140350876"
"COPIE","HardJoss","19","19","19","19","1","19,0","1,0"
"COPIE","EasyGo","54","19","19","19","3","18,0","0,9473684210526315"
"COPIE","Pavlovien","51","19","19","19","3","17,0","0,8947368421052632"
"COPIE","Fetard","18","19","19","19","1","18,0","0,9473684210526315"
"COPIE","MajorMou","18","19","19","19","1","18,0","0,9473684210526315"
"COPIE","CycliqueTendanceCasanier","19","19","19","19","1","19,0","1,0"
"COPIE","Casanier","38","19","19","19","2","19,0","1,0"
"COPIE","SondeurFou","17","19","19","19","1","17,0","0,8947368421052632"
"COPIE","EasyGo","48","20","20","20","2","24,0","1,2"
"COPIE","SondeurFou","83","20","20","20","4","20,75","1,0375"
"COPIE","MajorMou","42","20","20","20","2","21,0","1,05"
"COPIE","HardJoss","63","20","20","20","3","21,0","1,05"
"COPIE","Casanier","40","20","20","20","2","20,0","1,0"
"COPIE","Mefiant","46","20","20","20","2","23,0","1,15"
"COPIE","Lunatique","40","20","20","20","2","20,0","1,0"
"COPIE","SondeurIntelligent","21","20","20","20","1","21,0","1,05"
"COPIE","CycliqueTendanceFetard","21","20","20","20","1","21,0","1,05"
"COPIE","Pavlovien","23","20","20","20","1","23,0","1,15"
"COPIE","Fetard","133","21","21","21","6","22,166666666666668","1,0555555555555556"
"COPIE","Pavlovien","100","21","21","21","4","25,0","1,1904761904761905"
"COPIE","HardJoss","70","21","21","21","3","23,333333333333332","1,1111111111111112"
"COPIE","Rancunier","26","21","21","21","1","26,0","1,2380952380952381"
"COPIE","MajorMou","46","21","21","21","2","23,0","1,0952380952380953"
"COPIE","CycliqueTendanceFetard","20","21","21","21","1","20,0","0,9523809523809523"
"COPIE","Casanier","21","21","21","21","1","21,0","1,0"
"COPIE","SondeurIntelligent","22","21","21","21","1","22,0","1,0476190476190477"
"COPIE","Mefiant","21","21","21","21","1","21,0","1,0"
"COPIE","CycliqueTendanceCasanier","21","21","21","21","1","21,0","1,0"
"COPIE","CycliqueTendanceFetard","20","22","22","22","1","20,0","0,9090909090909091"
"COPIE","Pavlovien","75","22","22","22","3","25,0","1,1363636363636365"
"COPIE","EasyGo","183","22","22","22","9","20,333333333333332","0,9242424242424242"
"COPIE","Rancunier","96","22","22","22","4","24,0","1,0909090909090908"
"COPIE","MajorMou","25","22","22","22","1","25,0","1,1363636363636365"
"COPIE","Lunatique","25","22","22","22","1","25,0","1,1363636363636365"
"COPIE","SondeurFou","25","22","22","22","1","25,0","1,1363636363636365"
"COPIE","SondeurIntelligent","23","22","22","22","1","23,0","1,0454545454545454"
"COPIE","Fetard","26","22","22","22","1","26,0","1,1818181818181819"
"COPIE","HardJoss","125","23","23","23","6","20,833333333333332","0,9057971014492753"
"COPIE","Casanier","69","23","23","23","3","23,0","1,0"
"COPIE","Mefiant","63","23","23","23","3","21,0","0,9130434782608695"
"COPIE","Pavlovien","42","23","23","23","2","21,0","0,9130434782608695"
"COPIE","Fetard","60","23","23","23","3","20,0","0,8695652173913043"
"COPIE","SondeurIntelligent","54","23","23","23","3","18,0","0,782608695652174"
"COPIE","Lunatique","18","23","23","23","1","18,0","0,782608695652174"
"COPIE","MajorMou","23","23","23","23","1","23,0","1,0"
"COPIE","EasyGo","22","23","23","23","1","22,0","0,9565217391304348"
"COPIE","CycliqueTendanceFetard","98","24","24","24","5","19,6","0,8166666666666668"
"COPIE","Mefiant","34","24","24","24","2","17,0","0,7083333333333334"
"COPIE","Lunatique","26","24","24","24","1","26,0","1,0833333333333333"
"COPIE","Fetard","41","24","24","24","2","20,5","0,8541666666666666"
"COPIE","Pavlovien","23","24","24","24","1","23,0","0,9583333333333334"
"COPIE","HardJoss","47","24","24","24","2","23,5","0,9791666666666666"
"COPIE","CycliqueTendanceCasanier","66","24","24","24","3","22,0","0,9166666666666666"
"COPIE","SondeurFou","46","24","24","24","2","23,0","0,9583333333333334"
"COPIE","SondeurIntelligent","41","24","24","24","2","20,5","0,8541666666666666"
"COPIE","MajorMou","50","24","24","24","2","25,0","1,0416666666666667"
"COPIE","Casanier","24","24","24","24","1","24,0","1,0"
"COPIE","Rancunier","24","24","24","24","1","24,0","1,0"
"COPIE","SondeurIntelligent","81","25","25","25","3","27,0","1,08"
"COPIE","HardJoss","88","25","25","25","3","29,333333333333332","1,1733333333333333"
"COPIE","CycliqueTendanceFetard","32","25","25","25","1","32,0","1,28"
"COPIE","EasyGo","154","25","25","25","6","25,666666666666668","1,0266666666666666"
"COPIE","Pavlovien","62","25","25","25","2","31,0","1,24"
"COPIE","Fetard","32","25","25","25","1","32,0","1,28"
"COPIE","Rancunier","62","25","25","25","2","31,0","1,24"
"COPIE","CycliqueTendanceCasanier","25","25","25","25","1","25,0","1,0"
"COPIE","Lunatique","23","25","25","25","1","23,0","0,92"
"COPIE","MajorMou","28","25","25","25","1","28,0","1,12"
"COPIE","Mefiant","28","25","25","25","1","28,0","1,12"
"COPIE","SondeurFou","31","25","25","25","1","31,0","1,24"
"COPIE","Casanier","50","25","25","25","2","25,0","1,0"
"COPIE","HardJoss","263","26","26","26","9","29,22222222222222","1,123931623931624"
"COPIE","MajorMou","59","26","26","26","2","29,5","1,1346153846153846"
"COPIE","Rancunier","67","26","26","26","2","33,5","1,2884615384615385"
"COPIE","Mefiant","58","26","26","26","2","29,0","1,1153846153846154"
"COPIE","EasyGo","115","26","26","26","4","28,75","1,1057692307692308"
"COPIE","Lunatique","105","26","26","26","4","26,25","1,0096153846153846"
"COPIE","Casanier","26","26","26","26","1","26,0","1,0"
"COPIE","CycliqueTendanceCasanier","26","26","26","26","1","26,0","1,0"
"COPIE","CycliqueTendanceFetard","29","26","26","26","1","29,0","1,1153846153846154"
"COPIE","Rancunier","54","27","27","27","2","27,0","1,0"
"COPIE","EasyGo","75","27","27","27","3","25,0","0,9259259259259259"
"COPIE","Fetard","105","27","27","27","4","26,25","0,9722222222222222"
"COPIE","SondeurFou","108","27","27","27","4","27,0","1,0"
"COPIE","Casanier","27","27","27","27","1","27,0","1,0"
"COPIE","HardJoss","27","27","27","27","1","27,0","1,0"
"COPIE","Lunatique","79","27","27","27","3","26,333333333333332","0,9753086419753086"
"COPIE","MajorMou","27","27","27","27","1","27,0","1,0"
"COPIE","SondeurIntelligent","56","27","27","27","2","28,0","1,037037037037037"
"COPIE","Pavlovien","81","27","27","27","3","27,0","1,0"
"COPIE","CycliqueTendanceFetard","40","27","27","27","2","20,0","0,7407407407407407"
"COPIE","Mefiant","26","27","27","27","1","26,0","0,9629629629629629"
"COPIE","HardJoss","32","28","28","28","1","32,0","1,1428571428571428"
"COPIE","CycliqueTendanceCasanier","60","28","28","28","2","30,0","1,0714285714285714"
"COPIE","EasyGo","81","28","28","28","3","27,0","0,9642857142857143"
"COPIE","SondeurIntelligent","58","28","28","28","2","29,0","1,0357142857142858"
"COPIE","SondeurFou","62","28","28","28","2","31,0","1,1071428571428572"
"COPIE","Pavlovien","186","28","28","28","6","31,0","1,1071428571428572"
"COPIE","Lunatique","26","28","28","28","1","26,0","0,9285714285714286"
"COPIE","Mefiant","62","28","28","28","2","31,0","1,1071428571428572"
"COPIE","Rancunier","84","28","28","28","3","28,0","1,0"
"COPIE","Fetard","32","28","28","28","1","32,0","1,1428571428571428"
"COPIE","Casanier","28","28","28","28","1","28,0","1,0"
"COPIE","CycliqueTendanceFetard","84","28","28","28","3","28,0","1,0"
"COPIE","MajorMou","27","28","28","28","1","27,0","0,9642857142857143"
"COPIE","Casanier","72","29","29","29","3","24,0","0,8275862068965517"
"COPIE","HardJoss","50","29","29","29","2","25,0","0,8620689655172413"
"COPIE","Pavlovien","46","29","29","29","2","23,0","0,7931034482758621"
"COPIE","SondeurFou","69","29","29","29","3","23,0","0,7931034482758621"
"COPIE","EasyGo","72","29","29","29","3","24,0","0,8275862068965517"
"COPIE","SondeurIntelligent","60","29","29","29","2","30,0","1,0344827586206897"
"COPIE","CycliqueTendanceFetard","72","29","29","29","3","24,0","0,8275862068965517"
"COPIE","Mefiant","42","29","29","29","3","14,0","0,4827586206896552"
"COPIE","Fetard","24","29","29","29","1","24,0","0,8275862068965517"
"COPIE","Lunatique","52","29","29","29","2","26,0","0,896551724137931"
"COPIE","MajorMou","28","29","29","29","1","28,0","0,9655172413793104"
"COPIE","Rancunier","58","29","29","29","2","29,0","1,0"
"COPIE","CycliqueTendanceCasanier","44","29","29","29","2","22,0","0,7586206896551724"
